id,key,type,value
1983446901,name,regular,Hazra Law College
1983446901,public_transport,regular,platform
1983446903,bus,regular,yes
1983446903,highway,regular,bus_stop
1983446903,name,regular,Judge Court Lal Batti
1983446903,public_transport,regular,platform
1983469953,bus,regular,yes
1983469953,highway,regular,bus_stop
1983469953,name,regular,Exide
1983469953,public_transport,regular,platform
1983472620,bus,regular,yes
1983472620,highway,regular,bus_stop
1983472620,name,regular,Camac Street
1983472620,public_transport,regular,platform
1983499741,bus,regular,yes
1983499741,highway,regular,bus_stop
1983499741,name,regular,Beckbagan
1983499741,public_transport,regular,platform
1983542773,bus,regular,yes
1983542773,highway,regular,bus_stop
1983542773,name,regular,Park Circus
1983542773,public_transport,regular,platform
1990034250,name,regular,Lake Gardens
1990034250,railway,regular,station
1990034250,ref,regular,LKF
2015874764,name,regular,Kala Bagan
2015874764,place,regular,suburb
2015875098,name,regular,Chetla
2015875098,place,regular,suburb
2017274869,shop,regular,convenience
2017557725,amenity,regular,fast_food
2017557725,name,regular,Kookie jar
2017557726,amenity,regular,fast_food
2017557726,name,regular,Cream & Fudge
2017557727,amenity,regular,atm
2017557727,name,regular,State Bank of India
2017557728,shop,regular,florist
2074166891,housenumber,addr,235/2A
2074166891,postcode,addr,700020
2074166891,street,addr,AJC Bose Road
2074166891,name,regular,Skylark
2074166891,shop,regular,hairdresser
2075106755,bus,regular,yes
2075106755,highway,regular,bus_stop
2075106755,name,regular,Mint
2075106755,public_transport,regular,platform
2175597157,railway,regular,level_crossing
2175597184,railway,regular,level_crossing
2175597192,railway,regular,level_crossing
2175597194,railway,regular,level_crossing
2175597197,railway,regular,level_crossing
2175597202,railway,regular,level_crossing
2175597208,railway,regular,level_crossing
2175597232,railway,regular,level_crossing
2211350535,bus,regular,yes
2211350535,highway,regular,bus_stop
2211350535,name,regular,Tollygunj Metro
2211350535,public_transport,regular,stop_position
2234881727,city,addr,Kolkata
2234881727,country,addr,IN
2234881727,state,addr,WB
2234881727,street,addr,Ray Street
2234881727,name,regular,Arya International
2234881727,tourism,regular,hotel
2234881738,city,addr,Kolkata
2234881738,country,addr,IN
2234881738,housenumber,addr,10/3
2234881738,postcode,addr,700020
2234881738,state,addr,WB
2234881738,street,addr,Elgin Road
2234881738,amenity,regular,restaurant
2234881738,level,regular,4
2234881738,name,regular,Oh! Calcutta
2234881738,operator,regular,Speciality Restaurants Limited
2234881738,phone,regular,+91-033-22837161
2234881738,website,regular,https://www.speciality.co.in/
2234881752,city,addr,Kolkata
2234881752,country,addr,IN
2234881752,housenumber,addr,24
2234881752,postcode,addr,700020
2234881752,state,addr,WB
2234881752,street,addr,Ray Street
2234881752,email,regular,booking@hoteltrimoorti.com
2234881752,internet_access,regular,wlan
2234881752,fee,internet_access,no
2234881752,name,regular,Trimoorti
2234881752,phone,regular,+91 033 2486 8572
2234881752,tourism,regular,hotel
2234881752,website,regular,http://www.hoteltrimoorti.com
2234881761,bus,regular,yes
2234881761,highway,regular,bus_stop
2234881761,public_transport,regular,platform
2234997200,barrier,regular,gate
2234997203,barrier,regular,gate
2244890776,barrier,regular,gate
2244890776,name,regular,Diamond Park
2282742917,name,regular,Esplanade
2282742917,network,regular,CTC
2282742917,operator,regular,Calcutta Tramways Company
2282742917,public_transport,regular,stop_position
2282742917,tram,regular,yes
2283899290,name,regular,Kalighat
2283899290,railway,regular,tram_stop
2295311064,housenumber,addr,8
2295311064,postcode,addr,700020
2295311064,street,addr,Elgin Road
2295311064,name,regular,Crossword Bookstores Ltd
2295311064,shop,regular,books
2295311064,website,regular,https://www.crossword.in/
2332295780,amenity,regular,atm
2332295780,name,regular,Axis Bank ATM
2338944721,colour,regular,green
2338944721,name,regular,Rabindra Sadan
2338944721,railway,regular,subway_entrance
2338944722,colour,regular,green
2338944722,name,regular,Rabindra Sadan
2338944722,railway,regular,subway_entrance
2430737240,name,regular,Nungi
2430737240,railway,regular,station
2430738645,name,regular,Akra
2430738645,railway,regular,station
2430738645,ref,regular,AKRA
2430763548,name,regular,Santoshpur
2430763548,railway,regular,station
2430763548,ref,regular,SSP
2435785981,name,regular,Lords
2462144711,landuse,regular,residential
2462144711,name,regular,City High
2462144731,landuse,regular,residential
2462144731,name,regular,Fort Mysore
2471894087,amenity,regular,cinema
2471894087,name,regular,Purna Cinema
2471894097,amenity,regular,cinema
2471894097,name,regular,Bharati Cinema Hall
2471894107,amenity,regular,cinema
2471894107,name,regular,Bijoli Cinema Hall
2471894117,amenity,regular,cinema
2471894117,name,regular,Indira Cinema Hall
2471894120,amenity,regular,police
2471894120,name,regular,Bhowanipore Police Station
2471894122,amenity,regular,hospital
2471894122,name,regular,Chittaranjan Shishu Hospital
2471894125,amenity,regular,hospital
2471894125,name,regular,Chittaranjan Seva Sadan
2471894139,amenity,regular,school
2471894139,name,regular,The New Horizon High School
2471894143,amenity,regular,hospital
2471894143,name,regular,Chittaranjan National Cancer Research centre Hospital
2471894146,housenumber,addr,92
2471894146,street,addr,Shyamaprasad Mukherjee Road
2471894146,amenity,regular,college
2471894146,name,regular,Asutosh College
2471894146,opening_hours,regular,Mo-Fr 10:00-17:00; Sa 10:00-14:00
2471894146,website,regular,http://www.asutoshcollege.in/
2471894149,housenumber,addr,92
2471894149,street,addr,Shyamaprasad Mukherjee Road
2471894149,amenity,regular,college
2471894149,description,regular,This a women's college
2471894149,name,regular,Jogomaya Devi College
2471894149,opening_hours,regular,Mo-Fr 06:30-11:00; Sa 06:30-09:00
2471894149,website,regular,http://www.jogamayadevicollege.org/
2471894152,housenumber,addr,92
2471894152,street,addr,Shyamaprasad Mukherjee Road
2471894152,amenity,regular,college
2471894152,name,regular,Shyama Prasad College
2471894152,opening_hours,regular,Mo-Fr 15:30-21:30; Sa 15:30-18:30
2471894152,website,regular,http://www.syamaprasadcollege.in/contents/view/college-hours
2471903965,amenity,regular,college
2471903966,amenity,regular,college
2471903967,amenity,regular,fuel
2471903967,building,regular,yes
2471903968,amenity,regular,hospital
2552363035,housenumber,addr,5
2552363035,street,addr,Portland Park
2560435257,amenity,regular,cafe
2560435257,name,regular,Cafe Coffee Day
2560440346,amenity,regular,restaurant
2560440346,cuisine,regular,indian
2560440346,internet_access,regular,no
2560440346,name,regular,Aminia
2560440346,smoking,regular,no
2560450679,amenity,regular,cafe
2560450679,cuisine,regular,baked
2560450679,name,regular,Just Baked
2560450679,smoking,regular,no
2560452047,amenity,regular,fast_food
2560452047,cuisine,regular,indian
2560452047,internet_access,regular,no
2560452047,name,regular,Alibaba
2560452048,amenity,regular,bank
2560452048,atm,regular,yes
2560452048,wikidata,brand,Q2003549
2560452048,wikipedia,brand,en:Axis Bank
2560452048,name,regular,Axis Bank
2560452048,en,name,Axis Bank
2560452048,website,regular,https://www.axisbank.com
2561264392,city,addr,Kolkata
2561264392,amenity,regular,restaurant
2561264392,cuisine,regular,indian
2561264392,name,regular,Zeeshan
2561266540,amenity,regular,restaurant
2561266540,name,regular,Krazy Kebab
2720702706,name,regular,Park Circus
2720702706,railway,regular,tram_stop
2721264604,name,regular,Ballygunge
2721264604,railway,regular,tram_stop
2721308238,name,regular,Rash Behari Avenue
2721308238,railway,regular,tram_stop
2721388718,name,regular,Acharya Jagadish Chandra Bose Road / Elliot Road
2721388718,railway,regular,tram_stop
2722769285,name,regular,Hazra Road
2722769285,railway,regular,tram_stop
2722781022,name,regular, Deshapran Sashmal Road / Prince Anwar Shah Road
2722781022,railway,regular,tram_stop
2723095713,alt_name,regular,Kidderpur Depot
2723095713,name,regular,Khidderpore
2723095713,hi,name,खिदिर्पुर डीपो
2723095713,railway,regular,tram_stop
2746986381,amenity,regular,cafe
2746986381,name,regular,The Chocolate Room
2746986382,amenity,regular,cafe
2746986382,name,regular,Cafe Coffee Day
2747132627,amenity,regular,pharmacy
2747132627,name,regular,Aastha
2776950395,amenity,regular,fuel
2776950395,brand,regular,Bharat Petroleum
2934412982,historic,regular,monument
2934412982,name,regular,Indira Ghandi Statue
2934412982,en,name,Indira Gandhi
2934412985,building,regular,yes
2934412985,name,regular,Tata
3051834901,amenity,regular,restaurant
3051834901,cuisine,regular,indian
3051834901,name,regular,Kasturi
3088679016,city,addr,Kolkata
3088679016,housenumber,addr,8
3088679016,postcode,addr,700071
3088679016,street,addr,Shakespeare Sarani
3088679016,name,regular,Sri Aurobindo Bhavan
3088679016,note,regular,"""Sri Aurobindo Bhavan"" was established at No. 8, Shakespeare Sarani, Calcutta (old No. 4, Theatre Road in 1872) - the place where Sri Aurobindo was born - as per ""The Sri Aurobindo Memorial Act"", enacted by West Bengal Assembly in 1972."
3088679016,website,regular,http://www.sriaurobindobhavankolkata.org/home.htm
3250354078,housenumber,addr,37
3250354078,postcode,addr,700029
3250354078,street,addr,Hazra Road
3250354078,email,regular,hotelswagath@swagathgroups.com
3250354078,fax,regular,+91 33 2475 8324
3250354078,name,regular,Hotel Swagath
3250354078,operator,regular,Swagath Groups
3250354078,phone,regular,+91 33 2476 6161;+91 33 2474 8566
3250354078,tourism,regular,hotel
3250354078,website,regular,https://www.swagathgroups.com/
3250354362,housenumber,addr,41
3250354362,postcode,addr,700019
3250354362,street,addr,Hazra Road
3250354362,name,regular,Quadra Medical Services Pvt Ltd
3250373761,housenumber,addr,53
3250373761,postcode,addr,700019
3250373761,street,addr,Hazra Road
3250373761,amenity,regular,clinic
3250373761,name,regular,Quadra Medical Services Pvt Ltd
3250403968,housenumber,addr,54/1 A
3250403968,postcode,addr,700019
3250403968,street,addr,Hazra Road
3250405064,housenumber,addr,53/1/1
3250405064,postcode,addr,700019
3250405064,street,addr,Hazra Road
3250405762,housenumber,addr,52/2B
3250405762,postcode,addr,700019
3250405762,street,addr,Hazra Road
3250419461,housenumber,addr,53/1/2
3250419461,postcode,addr,700019
3250419461,street,addr,Hazra Road
3250419561,housenumber,addr,53/1/3
3250419561,postcode,addr,700019
3250419561,street,addr,Hazra Road
3251622461,housenumber,addr,100A
3251622461,postcode,addr,700029
3251622461,street,addr,Motilal Nehru Road
3251622461,amenity,regular,library
3251622461,internet_access,regular,wlan
3251622461,name,regular,Gita Bhavan
3251622461,tourism,regular,hotel
3320334806,amenity,regular,arts_centre
3320334806,name,regular,Ramkrishna Mission Institute of Culture
3321370206,name,regular,Lake Garden
3321370206,place,regular,neighbourhood
3363195225,amenity,regular,atm
3363195225,name,regular,Axis Bank ATM
3363195225,operator,regular,Axis Bank
3363195847,amenity,regular,police
3363195847,name,regular,Behala Thana
3363195847,operator,regular,Kolkata Police
3365872348,amenity,regular,cinema
3365872348,name,regular,Ajanta Cinema
3406900467,name,regular,Mallick Bazaar
3406900467,place,regular,neighbourhood
3406900468,amenity,regular,bank
3406900468,atm,regular,yes
3406900468,brand,regular,HDFC
3406900468,wikidata,brand,Q631047
3406900468,wikipedia,brand,en:HDFC Bank
3406900468,building,regular,house
3406900468,name,regular,HDFC Bank
3406900468,short_name,regular,HDFC
3406900468,website,regular,https://www.hdfcbank.com
3408632522,building,regular,apartments
3408632522,name,regular,Tivoli Court
3412216017,amenity,regular,restaurant
3412216017,cuisine,regular,indian
3412216017,name,regular,Tero Parbon
3417603524,railway,regular,crossing
3418913493,amenity,regular,cafe
3418913493,name,regular,Wise Owl
3512180084,city,addr,Kolkata
3512180084,street,addr,Park Street
3512180084,amenity,regular,place_of_worship
3512180084,name,regular,Assembly of Gods Church
3512180084,religion,regular,christian
3566105743,amenity,regular,pharmacy
3566105743,name,regular,Frank Ross Pharmacy
3828198516,railway,regular,level_crossing
3868587283,railway,regular,crossing
3872734362,name,regular,Tollygunge
3872734362,abbr,name,TLG
3872734362,bn,name,টালিগঞ্জ
3872734362,operator,regular,Kolkata Suburban Railway
3872734362,railway,regular,station
3872734362,website,regular,https://er.indianrailways.gov.in/
3992994468,amenity,regular,place_of_worship
3992994468,name,regular,Jagannath Temple
3992994468,religion,regular,hindu
4069785195,name,regular,New Alipore Station
4069785195,railway,regular,subway_entrance
4069785199,leisure,regular,park
4069799625,artwork_type,regular,statue
4069799625,name,regular,Swami Vivekananda Statue
4069799625,tourism,regular,artwork
4069810783,amenity,regular,toilets
4069884795,name,regular,Rabindra Sarobar Metro
4069884795,railway,regular,subway_entrance
4069884796,name,regular,Rabindra Sarobar Metro
4069884796,railway,regular,subway_entrance
4069884798,name,regular,Rabindra Sarobar Metro
4069884798,railway,regular,subway_entrance
4069884799,name,regular,Rabindra Sarobar Metro
4069884799,railway,regular,subway_entrance
4069900830,amenity,regular,place_of_worship
4069900830,religion,regular,muslim
4069900831,amenity,regular,place_of_worship
4069900831,religion,regular,muslim
4069910289,amenity,regular,atm
4069910289,name,regular,Union Bank of India
4069910289,operator,regular,Union Bank of India
4069910290,amenity,regular,atm
4069910290,drive_through,regular,no
4069910290,name,regular,Axis Bank
4069910290,operator,regular,Axis Bank
4072202051,amenity,regular,toilets
4072202052,name,regular,Mother Dairy
4072202052,operator,regular,Mother Dairy
4072202052,shop,regular,dairy
4072202053,amenity,regular,place_of_worship
4072202053,religion,regular,hindu
4072202054,amenity,regular,place_of_worship
4072202054,religion,regular,hindu
4147768799,amenity,regular,restaurant
4147768799,cuisine,regular,regional
4147768799,name,regular,Haji Saheb
4147768799,takeaway,regular,yes
4147782996,city,addr,Kolkata
4147782996,street,addr,Brahma Samaj Road
4147782996,amenity,regular,fast_food
4147782996,cuisine,regular,indian
4147782996,designation,regular,Sweet shop
4147782996,name,regular,Panna Sweets
4170884119,highway,regular,bus_stop
4170884119,name,regular,nonapukur
4176886089,amenity,regular,cinema
4176886089,name,regular,INOX Cinema
4176886189,amenity,regular,restaurant
4176886189,name,regular,Saima Restaurant
4178731060,name,regular,Kalighat Metro Station
4178731060,tourism,regular,information
4180455089,amenity,regular,bus_station
4198894036,highway,regular,bus_stop
4198894036,name,regular,Ekdalia
4198894037,highway,regular,bus_stop
4198894037,name,regular,Ekdalia
4198894038,highway,regular,bus_stop
4198894038,name,regular,Fern Road
4198894039,highway,regular,bus_stop
4198894039,name,regular,Fern Road
4198894040,highway,regular,bus_stop
4198894040,name,regular,Gariahat
4198894041,bus,regular,yes
4198894041,highway,regular,bus_stop
4198894041,name,regular,Gariahat
4198894041,public_transport,regular,platform
4209577086,name,regular,Park Plaza Kolkata Ballygunge
4209577086,tourism,regular,hotel
4209722889,amenity,regular,shelter
4209722889,internet_access,regular,wlan
4243771893,amenity,regular,cafe
4243771893,name,regular,Cafe coffee day
4243774994,name,regular,Royal Enfield 
4243774994,shop,regular,bicycle
4243787191,name,regular,The Kei Suites
4243787191,tourism,regular,guest_house
4243787389,name,regular,Kriya yoga
4243787389,tourism,regular,artwork
4246143592,name,regular,Airtel
4246143592,hi,name,移动营业厅
4246143592,office,regular,telecommunication
4267858525,highway,regular,bus_stop
4267858525,name,regular,Post Office
4267858526,highway,regular,bus_stop
4267858526,name,regular,Post Office
4267858527,highway,regular,bus_stop
4267858527,name,regular,Ballygunge Station
4267858528,bus,regular,yes
4267858528,highway,regular,bus_stop
4267858528,name,regular,Gariahat
4267858528,public_transport,regular,platform
4267858529,highway,regular,bus_stop
4267858529,name,regular,Gariahat
4267858529,bn,name,গড়িয়াহাট
4284367432,name,regular,Khidirpur
4284367432,railway,regular,station
